,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
1604151,7.0,16.0,0.0,72.0,102.0,150.0,14.0,63.0,111.0,120.0,0.0,No,0.0,0.96,0.96,0.0,No,No,No,Yes,No,No
1088637,11.0,4.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.82,0.88,0.0,Yes,No,No,Yes,No,No
427427,60.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,No,0.0,0.07,0.12,0.0,No,No,No,Yes,No,No
1397030,1742.0,8.0,248.0,1248.0,2808.0,4056.0,566.0,1689.0,3369.0,5328.0,909.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
629227,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,0.63,0.72,0.0,No,No,No,Yes,No,No
1584861,63.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,No,0.0,-99.0,1.0,0.0,No,No,Yes,Yes,No,No
1171199,40.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,No,0.0,0.87,0.72,0.0,No,No,No,Yes,No,No
1414171,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.9,0.95,0.0,No,No,No,Yes,No,No
1335481,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,No
1180110,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.99,0.95,0.0,No,No,No,Yes,No,No
1576352,76.0,5.0,56.0,144.0,319.0,444.0,43.0,147.0,301.0,441.0,38.0,No,0.0,0.65,0.71,0.0,No,No,No,Yes,No,No
1390309,14.0,2.0,2.0,15.0,35.0,60.0,0.0,6.0,6.0,6.0,0.0,No,0.0,0.84,0.87,0.0,No,No,No,Yes,No,No
543602,42.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,No,0.0,0.99,0.98,0.0,No,No,No,Yes,No,No
1649113,15.0,8.0,0.0,0.0,0.0,9.0,1.0,3.0,10.0,17.0,3.0,No,0.0,0.93,0.96,0.0,No,No,No,Yes,No,No
196073,2620.0,12.0,7.0,0.0,0.0,0.0,22.0,142.0,287.0,556.0,45.0,No,0.0,0.77,0.74,0.0,No,No,No,Yes,No,No
455843,7.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,No,0.0,0.74,0.74,0.0,No,No,No,Yes,No,No
627468,15.0,8.0,0.0,0.0,0.0,0.0,3.0,5.0,13.0,28.0,0.0,No,0.0,0.43,0.46,0.0,No,No,No,Yes,No,No
1435410,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
1056899,266.0,2.0,158.0,240.0,560.0,944.0,51.0,157.0,373.0,422.0,126.0,No,0.0,0.96,0.95,0.0,Yes,No,No,Yes,No,No
1410687,12.0,8.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,7.0,0.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
1372785,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.7,0.66,0.0,No,No,No,Yes,No,No
262942,2.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,No,0.0,0.93,0.92,0.0,Yes,No,No,Yes,No,No
1226695,0.0,8.0,0.0,2.0,3.0,4.0,0.0,1.0,2.0,2.0,0.0,No,0.0,0.0,0.4,0.0,No,No,No,Yes,No,No
71383,29.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.85,0.83,0.0,No,No,No,Yes,No,No
1328776,580.0,12.0,41.0,57.0,447.0,913.0,163.0,548.0,1101.0,1861.0,117.0,No,0.0,0.93,0.74,0.0,No,No,No,Yes,No,No
1008742,73.0,8.0,2.0,0.0,0.0,0.0,5.0,21.0,48.0,69.0,0.0,No,0.0,0.88,0.87,0.0,No,No,Yes,Yes,No,No
29005,10.0,2.0,0.0,30.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.94,0.95,0.0,Yes,No,No,Yes,No,No
1340748,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.97,0.98,0.0,No,No,No,Yes,No,No
771072,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.37,0.36,0.0,No,No,No,Yes,No,No
463091,197.0,8.0,71.0,277.0,606.0,988.0,82.0,349.0,806.0,1047.0,209.0,No,0.0,0.85,0.9,0.0,No,No,No,Yes,No,No
658746,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.78,0.69,0.0,No,No,No,Yes,No,No
184918,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,No
1045409,0.0,8.0,0.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,0.0,No,0.0,0.83,0.7,0.0,No,No,No,Yes,No,No
830966,157.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,1.0,0.0,No,No,No,Yes,No,No
105812,31.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.99,0.99,0.0,Yes,No,No,Yes,No,No
900172,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.57,0.7,0.0,No,No,No,Yes,No,No
796005,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.46,0.22,0.0,Yes,No,Yes,Yes,No,No
1597697,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,No,0.0,1.0,0.94,0.0,Yes,No,No,Yes,No,No
540571,420.0,8.0,0.0,0.0,100.0,200.0,46.0,169.0,230.0,265.0,172.0,No,0.0,1.0,0.97,0.0,No,No,Yes,Yes,No,No
409062,32.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,0.0,No,0.0,0.96,0.96,0.0,No,No,No,Yes,No,No
29646,0.0,9.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.69,0.68,0.0,Yes,No,No,Yes,No,No
1422465,39.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.99,0.96,0.0,No,No,No,Yes,No,No
299565,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.99,0.99,0.0,No,No,Yes,Yes,No,No
279408,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.68,0.66,0.0,Yes,No,No,Yes,No,No
328104,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.8,0.83,0.0,No,No,No,Yes,No,No
394709,775.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,No,0.0,0.91,0.77,0.0,No,No,Yes,Yes,No,No
1293346,54.0,8.0,6.0,19.0,19.0,38.0,5.0,14.0,36.0,65.0,14.0,No,0.0,1.0,1.0,0.0,No,No,No,Yes,No,No
271623,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.97,0.98,0.0,No,No,No,Yes,No,No
49413,5.0,2.0,0.0,7.0,14.0,21.0,4.0,7.0,15.0,22.0,2.0,No,0.0,0.97,0.98,0.0,No,No,No,Yes,No,No
346739,164.0,8.0,10.0,0.0,48.0,48.0,15.0,42.0,104.0,226.0,68.0,No,0.0,1.0,1.0,0.0,No,No,No,Yes,No,No
30903,3.0,15.0,0.0,2.0,4.0,7.0,0.0,3.0,5.0,6.0,0.0,No,0.0,0.93,0.91,0.0,No,No,No,Yes,No,No
1622556,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.94,0.83,0.0,Yes,No,No,Yes,No,No
1390822,9.0,5.0,1.0,0.0,4.0,8.0,0.0,4.0,6.0,12.0,5.0,No,0.0,0.99,0.98,0.0,No,No,No,Yes,No,No
642158,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.76,0.78,0.0,No,No,No,Yes,No,No
387209,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.86,0.84,0.0,No,No,No,Yes,No,No
861296,115.0,9.0,7.0,60.0,120.0,180.0,16.0,52.0,122.0,199.0,52.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
447715,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,-99.0,-99.0,0.0,No,No,No,Yes,No,No
910431,134.0,8.0,0.0,104.0,268.0,416.0,22.0,122.0,295.0,496.0,36.0,No,0.0,0.87,0.78,0.0,No,No,No,Yes,No,No
413870,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.86,0.88,0.0,No,No,No,Yes,No,No
1247425,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,0.97,0.98,0.0,No,No,No,Yes,No,No
747723,59.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,-99.0,-99.0,0.0,No,No,No,Yes,No,No
399470,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,No,No,No
1586920,48.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,No,0.0,0.9,0.92,0.0,No,No,No,Yes,No,No
1368234,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.66,0.64,0.0,No,No,No,Yes,No,No
762974,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,0.46,0.38,0.0,No,No,No,Yes,No,No
880680,7.0,8.0,0.0,0.0,0.0,8.0,1.0,7.0,8.0,12.0,0.0,No,0.0,0.98,0.97,0.0,No,No,No,Yes,No,No
557180,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,No
863229,36.0,0.0,0.0,230.0,360.0,490.0,44.0,160.0,344.0,525.0,65.0,No,0.0,0.0,0.0,1.0,No,No,No,No,No,No
1625739,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.7,0.66,0.0,No,No,No,Yes,No,No
727368,1.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.82,0.81,0.0,No,No,No,Yes,No,No
878685,9.0,8.0,0.0,0.0,5.0,5.0,2.0,4.0,7.0,14.0,0.0,No,0.0,0.82,0.81,0.0,No,No,No,Yes,No,No
99302,27.0,4.0,1.0,6.0,19.0,33.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.77,0.8,0.0,No,No,No,Yes,No,No
1309401,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,No,0.0,0.83,0.8,0.0,Yes,No,No,Yes,No,No
187143,4.0,8.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,5.0,0.0,No,0.0,0.83,0.81,0.0,No,No,No,Yes,No,No
1675494,113.0,8.0,0.0,200.0,200.0,200.0,6.0,32.0,77.0,132.0,10.0,No,0.0,0.85,0.85,0.0,No,No,No,Yes,No,No
1108192,10.0,8.0,0.0,1.0,1.0,1.0,2.0,5.0,14.0,22.0,3.0,No,0.0,0.81,0.82,0.0,No,No,No,Yes,No,No
1541633,87.0,8.0,0.0,72.0,144.0,144.0,35.0,75.0,147.0,243.0,15.0,No,0.0,0.83,0.84,0.0,No,No,No,Yes,No,No
1369802,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.77,0.73,0.0,No,No,No,Yes,No,No
852870,6.0,8.0,8.0,104.0,144.0,152.0,25.0,67.0,90.0,170.0,0.0,No,0.0,0.97,0.98,2.0,No,No,Yes,Yes,No,No
789890,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.07,0.21,0.0,No,No,No,Yes,No,No
539689,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,0.71,0.66,0.0,No,No,No,Yes,No,No
1370580,24.0,8.0,0.0,96.0,160.0,208.0,26.0,67.0,139.0,215.0,7.0,No,0.0,0.99,0.98,0.0,No,No,No,Yes,No,No
1405778,3.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.78,0.0,Yes,No,No,Yes,No,No
773006,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,No,0.0,0.65,0.67,0.0,No,No,No,Yes,No,No
3491,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.89,0.88,0.0,No,No,No,Yes,No,No
414745,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.89,0.9,0.0,No,No,No,Yes,No,No
1458850,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,No,0.0,0.31,0.2,0.0,No,No,No,Yes,No,No
953059,317.0,5.0,39.0,108.0,334.0,564.0,65.0,255.0,579.0,903.0,80.0,No,0.0,0.75,0.68,0.0,No,No,No,Yes,No,No
23126,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.76,0.85,0.0,Yes,No,No,Yes,No,No
897684,4.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,0.0,No,0.0,0.73,0.76,0.0,No,No,No,Yes,No,No
1103169,9.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.58,0.58,0.0,Yes,No,No,Yes,No,No
293763,96.0,8.0,23.0,15.0,67.0,106.0,26.0,66.0,147.0,248.0,20.0,No,0.0,0.51,0.53,0.0,No,No,No,Yes,No,No
1648841,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,1.0,1.0,0.0,No,No,No,Yes,No,No
232557,47.0,,0.0,0.0,0.0,0.0,1.0,4.0,5.0,6.0,0.0,No,0.0,-99.0,-99.0,0.0,Yes,No,Yes,Yes,No,No
675943,573.0,0.0,126.0,690.0,1350.0,2070.0,203.0,743.0,1458.0,2188.0,273.0,No,0.0,0.0,0.0,0.0,No,No,Yes,No,No,No
808986,109.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.37,0.36,0.0,No,No,No,Yes,No,No
288319,183.0,,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,1.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,No
217481,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.82,0.79,0.0,No,No,No,Yes,No,No
385419,7.0,2.0,0.0,40.0,70.0,100.0,13.0,24.0,49.0,80.0,0.0,No,0.0,0.84,0.89,0.0,No,No,No,Yes,No,No
1610462,80.0,8.0,5.0,81.0,171.0,261.0,33.0,106.0,210.0,429.0,22.0,No,0.0,0.95,0.96,0.0,No,No,No,Yes,No,No
90053,16.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,No,0.0,0.77,0.8,0.0,No,No,No,Yes,No,No
754308,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.7,0.66,0.0,Yes,No,No,Yes,No,No
1065406,789.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
710816,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.76,0.0,No,No,Yes,Yes,No,No
1068904,15.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,13.0,2.0,No,0.0,0.9,0.7,0.0,No,No,No,Yes,No,No
1045755,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.78,0.78,0.0,Yes,No,No,Yes,No,No
1439825,40.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,No,0.0,0.93,0.89,0.0,No,No,No,Yes,No,No
1471571,42.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.99,0.0,No,No,Yes,Yes,No,No
393005,658.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,11.0,0.0,No,0.0,0.93,0.96,0.0,No,No,No,Yes,No,No
1417145,1.0,2.0,0.0,30.0,30.0,30.0,6.0,9.0,10.0,10.0,0.0,No,0.0,1.0,0.99,0.0,Yes,No,No,Yes,No,No
1653034,4.0,4.0,6.0,0.0,0.0,0.0,1.0,3.0,7.0,7.0,1.0,No,0.0,0.7,0.66,0.0,Yes,No,Yes,Yes,No,No
163231,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,No,0.0,0.78,0.82,0.0,No,No,No,Yes,No,No
1555210,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.54,0.56,0.0,Yes,No,Yes,Yes,No,No
1294615,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.7,0.66,0.0,Yes,No,No,Yes,No,No
311885,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.63,0.72,0.0,No,No,No,Yes,No,No
1235975,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.78,0.78,0.0,No,No,Yes,Yes,No,No
1331073,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.77,0.73,0.0,No,No,Yes,Yes,No,No
932478,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,0.0,0.0,No,No,No,Yes,No,No
1572399,3.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,No,0.0,0.73,0.79,0.0,No,No,No,Yes,No,No
456329,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,No,0.0,0.0,0.0,0.0,No,No,No,Yes,No,No
81760,2.0,2.0,1.0,2.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.84,0.9,0.0,Yes,No,Yes,Yes,No,No
1286219,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.78,0.75,0.0,No,No,No,Yes,No,No
141996,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,-99.0,-99.0,0.0,Yes,No,Yes,Yes,No,No
1679064,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.79,0.0,No,No,No,Yes,No,No
64624,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,No,0.0,0.89,0.88,0.0,No,No,Yes,Yes,No,No
497069,14.0,8.0,0.0,9.0,29.0,44.0,1.0,3.0,19.0,32.0,0.0,No,0.0,0.97,0.94,0.0,No,No,No,Yes,No,No
1439887,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.37,0.34,0.0,No,No,No,Yes,No,No
1555826,195.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,0.0,No,0.0,0.41,0.46,0.0,No,No,No,Yes,No,No
1365173,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,No,0.0,1.0,1.0,0.0,No,No,No,Yes,No,No
702673,90.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,10.0,17.0,1.0,No,0.0,0.98,0.96,0.0,No,No,Yes,Yes,No,No
958884,12.0,2.0,0.0,0.0,0.0,2.0,3.0,7.0,12.0,19.0,0.0,No,0.0,0.91,0.94,0.0,No,No,Yes,Yes,No,No
1572142,103.0,2.0,16.0,36.0,108.0,180.0,16.0,56.0,104.0,169.0,25.0,No,0.0,1.0,1.0,0.0,No,No,No,Yes,No,No
947963,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,No,0.0,0.99,0.96,0.0,No,No,No,Yes,No,No
935497,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,0.37,0.36,0.0,No,No,No,Yes,No,No
1634355,22.0,12.0,0.0,0.0,0.0,0.0,4.0,6.0,16.0,22.0,3.0,No,0.0,0.73,0.79,0.0,No,No,Yes,Yes,No,No
228230,28.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,-99.0,-99.0,0.0,Yes,No,Yes,Yes,No,No
673867,83.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,56.0,33.0,No,0.0,0.78,0.78,0.0,No,No,Yes,Yes,No,No
1475045,131.0,8.0,15.0,75.0,174.0,318.0,25.0,109.0,220.0,360.0,41.0,No,0.0,0.96,0.97,0.0,No,No,No,Yes,No,No
700583,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.92,0.94,0.0,Yes,No,No,Yes,No,No
1320385,27.0,8.0,2.0,0.0,0.0,50.0,6.0,13.0,35.0,53.0,3.0,No,0.0,0.99,0.98,0.0,No,No,No,Yes,No,No
1250230,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,No,0.0,0.87,0.92,0.0,No,No,No,Yes,No,No
1549261,140.0,8.0,0.0,0.0,240.0,240.0,7.0,38.0,128.0,195.0,18.0,No,0.0,0.93,0.91,0.0,No,No,No,Yes,No,No
170384,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.88,0.88,0.0,No,No,Yes,Yes,No,No
1598573,34.0,2.0,4.0,77.0,143.0,209.0,23.0,73.0,128.0,184.0,7.0,No,0.0,0.91,0.94,0.0,No,No,No,Yes,No,No
206086,6.0,6.0,12.0,0.0,12.0,24.0,3.0,11.0,21.0,31.0,5.0,No,0.0,0.82,0.79,0.0,No,No,No,Yes,No,No
355052,9.0,9.0,10.0,10.0,10.0,10.0,11.0,22.0,24.0,27.0,0.0,No,0.0,0.86,0.84,0.0,Yes,No,No,Yes,No,No
716769,28.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.0,0.0,0.0,No,No,No,Yes,No,No
656473,5.0,2.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.44,0.69,0.0,Yes,No,No,Yes,No,No
1453785,973.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,0.0,No,0.0,0.73,0.7,0.0,No,No,No,Yes,No,No
760437,2.0,12.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.76,0.0,Yes,No,No,Yes,No,No
312636,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.74,0.74,0.0,No,No,No,Yes,No,No
475821,28.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.86,0.84,0.0,No,No,No,Yes,No,No
1195347,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,No,0.0,0.44,0.38,0.0,Yes,No,No,Yes,No,No
1090852,118.0,8.0,0.0,0.0,0.0,0.0,5.0,12.0,26.0,34.0,2.0,No,0.0,0.98,0.99,0.0,No,No,No,Yes,No,No
916787,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.76,0.0,No,No,No,Yes,No,No
1116234,41.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,No,0.0,0.99,0.97,0.0,No,No,No,Yes,No,No
750675,1099.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,No
144320,186.0,2.0,13.0,0.0,0.0,0.0,1.0,1.0,6.0,15.0,15.0,No,0.0,0.99,0.96,0.0,Yes,No,No,Yes,No,No
1037816,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.78,0.78,0.0,No,No,No,Yes,No,No
1182081,129.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,10.0,1.0,No,0.0,0.0,0.0,0.0,No,No,No,No,No,No
1613222,0.0,2.0,10.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,No,0.0,1.0,0.97,0.0,Yes,No,No,Yes,No,No
1059759,203.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,No,0.0,0.74,0.74,0.0,No,No,No,Yes,No,No
1618020,72.0,2.0,0.0,74.0,74.0,148.0,123.0,290.0,641.0,658.0,40.0,No,0.0,1.0,1.0,0.0,No,No,No,Yes,No,No
247210,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.89,0.93,0.0,No,No,No,Yes,No,No
286738,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,No,0.0,0.7,0.86,0.0,No,No,No,Yes,No,No
890221,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,No,0.0,0.0,0.0,0.0,No,No,Yes,Yes,No,No
1547222,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.48,0.48,0.0,Yes,No,No,Yes,No,No
1305032,1001.0,8.0,0.0,0.0,0.0,0.0,25.0,38.0,56.0,59.0,11.0,No,0.0,0.25,0.27,0.0,No,No,No,Yes,No,No
1006791,3406.0,8.0,1800.0,3300.0,7500.0,11100.0,529.0,2292.0,4340.0,6485.0,747.0,No,0.0,0.96,0.98,0.0,No,No,No,Yes,No,No
1260713,175.0,52.0,0.0,0.0,0.0,0.0,2.0,10.0,23.0,36.0,5.0,No,0.0,0.93,0.96,0.0,Yes,No,Yes,Yes,No,No
1018325,502.0,2.0,0.0,0.0,0.0,0.0,4.0,34.0,106.0,139.0,19.0,No,0.0,0.79,0.86,0.0,No,No,No,Yes,No,No
1312364,27.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,7.0,2.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
