national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder,
1093,70,,0,0,0,0,0,1,1,1,0,No,0,-99,-99,0,Yes,No,Yes,Yes,No,No
1094,2,12,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
1095,349,8,0,0,0,0,9,35,71,108,21,No,0,1,1,0,No,No,No,Yes,No,No
1096,11,8,0,0,0,0,0,0,0,0,0,No,0,0.19,0.49,0,No,No,No,Yes,No,No
1097,22,52,0,0,0,0,0,0,1,2,1,No,0,0.84,0.82,0,Yes,No,No,No,No,No
1098,108,8,0,300,400,600,38,300,494,668,56,No,0,0.98,0.99,0,No,No,No,Yes,No,No
1099,490,12,0,0,0,0,0,10,10,10,0,No,0,0.94,0.87,0,No,No,No,Yes,No,No
1100,280,8,0,0,0,0,0,0,0,0,1,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1101,45,2,0,0,0,0,0,0,0,0,0,No,0,0.83,0.69,0,No,No,No,Yes,No,No
1102,2,8,0,0,0,0,2,2,2,2,1,No,0,0.94,0.96,0,No,No,Yes,Yes,No,No
1103,115,14,18,0,24,42,13,37,69,114,30,No,0,1,0.97,0,No,No,No,Yes,No,No
1104,87,14,0,0,0,0,1,10,20,59,6,No,0,1,0.97,0,No,No,No,Yes,No,No
1105,4,12,0,0,2,2,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
1106,3,12,0,0,0,0,0,1,2,2,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
1107,38,12,0,0,0,0,0,0,0,0,0,No,0,0.89,0.89,0,No,No,No,Yes,No,No
1108,4,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
1109,41,8,1,59,90,121,6,22,56,86,26,No,0,1,0.99,0,No,No,No,Yes,No,No
1110,35,4,3,0,0,0,13,21,38,66,7,No,0,0.87,0.91,0,No,No,No,Yes,No,No
1111,20,8,0,246,246,246,3,15,42,59,0,No,0,0.5,0.52,0,Yes,No,No,No,No,No
1112,194,9,0,0,0,0,2,2,2,8,0,No,0,0.85,0.82,0,No,No,Yes,Yes,No,No
1113,980,,0,0,0,0,3,50,89,202,0,No,0,-99,-99,0,No,No,Yes,Yes,No,No
1114,4,4,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
1115,2,8,0,0,0,0,0,0,0,0,1,No,0,0.9,0.78,0,No,No,No,Yes,No,No
1116,87,8,7,72,168,240,19,90,185,283,77,No,0,0.77,0.71,0,No,No,No,Yes,No,No
1117,73,52,0,0,0,0,0,3,9,16,3,No,0,0.42,0.72,0,Yes,No,Yes,Yes,No,No
1118,2,8,0,0,0,0,0,0,0,0,0,No,0,1,0.9,0,No,No,Yes,Yes,No,No
1119,2,8,0,0,0,0,0,0,0,0,0,No,0,0.96,0.96,0,No,No,No,Yes,No,No
1120,15,8,12,14,14,24,1,12,27,38,4,No,0,1,0.99,0,No,No,No,Yes,No,No
1121,146,8,0,0,0,0,0,0,1,1,1,No,0,0.66,0.71,0,No,No,No,No,No,No
1122,23,8,3,0,0,0,1,5,11,13,3,No,0,1,0.99,0,No,No,No,Yes,No,No
1123,2,8,0,1,2,3,0,1,1,3,1,No,0,0.73,0.76,0,No,No,No,Yes,No,No
1124,27171,8,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,Yes,Yes,No,No
1125,2,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,No
1126,2,2,0,0,0,0,0,0,0,1,0,No,0,0.82,0.84,0,No,No,No,Yes,No,No
1127,504,12,0,0,0,0,0,0,0,0,0,No,0,0.92,0.9,0,No,No,Yes,Yes,No,No
1128,17,4,0,0,0,0,0,0,1,2,2,No,0,0.73,0.78,0,No,No,No,Yes,No,No
1129,4,12,0,0,0,0,0,0,0,0,1,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1130,10,12,0,0,0,0,0,0,0,0,1,No,0,0.48,0.48,0,Yes,No,No,Yes,No,No
1131,0,,0,0,0,0,0,24,28,32,5,No,0,-99,-99,0,Yes,No,No,Yes,No,No
1132,39,,0,0,0,0,0,0,0,0,1,No,0,-99,-99,0,No,No,No,Yes,No,No
1133,4918,,7,0,0,0,11,27,65,107,23,No,0,-99,-99,0,Yes,No,Yes,Yes,No,No
1134,1,8,0,0,0,0,1,1,1,1,1,No,0,0.77,0.73,0,No,No,No,Yes,No,No
1135,0,8,11,12,21,30,1,10,19,27,5,No,0,0.77,0.73,0,No,No,No,Yes,No,No
1136,150,8,0,0,0,0,0,0,0,0,0,No,0,0.68,0.75,0,No,No,No,Yes,No,No
1137,56,,0,0,0,0,4,9,10,15,3,No,0,-99,-99,0,No,No,No,No,No,No
1138,32,,0,0,0,0,0,0,0,0,1,No,0,-99,-99,0,No,No,No,No,No,No
1139,0,5,0,6,6,6,0,0,0,0,0,No,0,0.65,0.71,0,Yes,No,Yes,Yes,No,No
1140,0,8,0,0,0,0,0,0,0,0,0,No,0,0.65,0.72,0,No,No,No,Yes,No,No
1141,11,8,0,11,23,35,2,8,19,24,0,No,0,0.89,0.87,0,No,No,No,Yes,No,No
1142,22,8,0,0,0,0,0,3,12,13,0,No,0,0.77,0.84,0,No,No,No,Yes,No,No
1143,0,9,0,5,5,5,0,0,0,0,0,No,0,0.7,0.66,0,No,No,Yes,Yes,No,No
1144,73,14,0,0,0,0,0,0,0,0,2,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1145,870,4,0,0,0,0,0,4,7,10,1,No,0,0.73,0.78,0,No,No,No,Yes,No,No
1146,57,8,0,0,0,0,1,2,2,123,1,No,0,0.95,0.92,0,No,No,No,Yes,No,No
1147,99,,0,0,0,0,0,0,0,0,3,No,0,-99,-99,0,Yes,No,No,No,No,No
1148,2,8,0,20,20,20,0,0,0,0,0,No,0,0.5,0.52,0,Yes,No,Yes,No,No,No
1149,168,8,28,48,144,288,33,130,313,575,26,No,0,0.92,0.96,3,No,No,No,Yes,No,No
1150,31,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,No
1151,4,12,0,0,0,0,0,0,0,0,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
1152,3,,0,0,0,0,0,0,0,0,1,No,0,-99,-99,0,No,No,No,Yes,No,No
1153,238,4,1,0,0,0,9,19,43,90,26,No,0,0.73,0.78,0,No,No,No,Yes,No,No
1154,36,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,No,No,No
1155,904,8,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
1156,16,,0,0,0,0,0,0,0,0,1,No,0,-99,-99,0,Yes,No,No,Yes,No,No
1157,469,8,2,0,0,0,14,49,124,203,33,No,0,0.99,0.96,0,No,No,No,Yes,No,No
1158,3,8,0,0,0,0,0,0,0,0,2,No,0,0.9,0.92,0,Yes,No,No,Yes,No,No
1159,99,8,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,No,No,Yes,Yes,No,No
1160,2,9,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1161,8,12,0,0,0,0,0,0,0,0,0,No,0,0.77,0.73,0,No,No,No,Yes,No,No
1162,7893,4,1530,14770,25880,38860,3244,11061,26335,37803,3025,No,0,0.87,0.91,0,No,No,No,Yes,No,No
1163,35,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,No
1164,543,8,24,864,1728,2592,167,676,2036,3124,175,No,0,0.95,0.95,0,No,No,No,Yes,No,No
1165,5,8,0,0,0,0,1,1,5,6,0,No,0,0.82,0.81,0,No,No,No,Yes,No,No
1166,0,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,No
1167,0,8,0,9,14,16,0,0,0,0,1,No,0,0.95,0.94,0,No,No,No,Yes,No,Yes
1168,1,9,0,0,0,0,0,0,0,0,0,No,0,1,0.98,0,No,No,No,Yes,No,No
1169,799,8,2,0,0,0,8,21,89,577,183,No,0,0.99,0.98,0,No,No,No,Yes,No,No
1170,2,,0,0,0,0,0,0,3,4,3,No,0,-99,-99,0,No,No,No,No,No,No
1171,158,2,0,211,391,541,118,401,760,1035,64,No,0,0.73,0.82,0,No,No,No,Yes,No,No
1172,898,52,0,0,0,0,0,0,0,0,0,No,0,0.95,0.95,0,Yes,No,No,Yes,No,No
1173,114,8,0,0,0,84,5,19,45,75,12,No,0,0.98,0.96,0,No,No,Yes,Yes,No,No
1174,21,8,24,51,96,126,10,37,79,150,43,No,0,0.98,0.96,0,No,No,No,Yes,No,No
1175,26,8,0,0,0,0,9,22,53,76,15,No,0,0.77,0.71,0,No,No,No,Yes,No,No
1176,71,,0,0,0,0,0,0,0,0,3,No,0,-99,-99,0,No,No,No,Yes,No,No
1177,7,9,0,0,0,0,0,0,0,0,1,No,0,-99,-99,0,No,No,Yes,Yes,No,No
1178,13,12,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1179,5,,0,0,0,0,0,1,1,1,0,No,0,-99,-99,0,Yes,No,Yes,Yes,No,No
1180,51,8,9,75,75,75,6,18,47,70,23,No,0,0.9,0.85,0,No,No,No,Yes,No,No
1181,36,52,0,0,0,0,0,0,2,4,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
1182,43,8,0,0,0,0,0,0,0,0,0,No,0,0.97,0.96,0,No,No,No,Yes,No,No
1183,22,2,0,26,52,78,7,29,53,73,0,No,0,0.94,0.96,0,No,No,No,Yes,No,No
1184,3,2,0,0,0,0,0,0,0,0,0,No,0,0.97,0.93,0,No,No,No,Yes,No,No
1185,113,8,0,0,0,0,0,0,0,0,11,No,0,0.97,0.98,0,No,No,Yes,Yes,No,No
1186,84,8,0,39,76,113,5,39,78,126,22,No,0,0.98,0.98,0,No,No,No,Yes,No,No
1187,0,8,0,0,0,0,0,0,0,0,0,No,0,0.94,0.92,0,No,No,No,Yes,No,No
1188,105,8,0,0,0,0,1,32,50,77,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1189,9,8,0,0,0,0,0,0,2,6,2,No,0,0.99,0.94,0,No,No,No,Yes,No,No
1190,0,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,No,No,No
1191,42,2,12,18,60,66,0,0,0,0,9,No,0,0.89,0.81,0,No,No,No,Yes,No,No
1192,6,2,0,6,6,6,0,0,0,0,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1193,17,2,0,0,10,11,0,0,0,0,0,No,0,0.97,0.95,0,Yes,No,No,Yes,No,No
1194,6,4,0,0,0,0,0,5,8,15,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
1195,24,9,0,0,0,0,0,0,0,1,0,No,0,0.85,0.82,0,No,No,No,Yes,No,No
1196,10,4,0,0,0,0,0,0,0,1,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
1197,31,12,0,146,236,326,42,105,160,259,68,No,0,0.73,0.79,0,No,No,No,Yes,No,No
1198,0,,0,0,0,0,0,0,0,2,0,No,0,-99,-99,0,No,No,No,Yes,No,No
1199,150,8,0,0,0,0,0,0,0,0,0,No,0,0.68,0.75,0,No,No,No,Yes,No,No
1200,9,8,0,0,0,20,2,2,9,20,1,No,0,0.93,0.96,0,No,No,No,Yes,No,No
1201,146,8,0,0,0,0,0,11,14,20,0,No,0,0.25,0.31,0,No,No,Yes,Yes,No,No
1202,10,8,0,0,0,0,1,1,2,2,0,No,0,0.99,0.99,0,No,No,Yes,Yes,No,No
1203,11,2,0,0,0,0,0,0,0,0,0,No,0,0.5,0.52,0,Yes,No,No,Yes,No,No
1204,5,,0,0,0,0,1,5,9,18,13,No,0,-99,-99,0,No,No,No,No,No,No
1205,0,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,Yes,Yes,No,No
1206,793,2,0,500,1000,1500,130,509,909,1374,136,No,0,0,0.22,0,No,No,No,Yes,No,No
1207,1,2,0,3,3,3,2,6,8,9,0,No,0,0.7,0.71,0,No,No,No,Yes,No,No
1208,0,4,0,10,10,10,0,0,0,0,0,No,0,0.57,0.68,0,Yes,No,No,Yes,No,Yes
1209,860,14,0,0,0,0,0,0,0,0,24,No,0,0.9,0.93,0,Yes,No,No,Yes,No,No
1210,11,9,0,0,0,0,0,0,0,0,0,No,0,0.94,0.83,0,No,No,No,Yes,No,No
1211,2,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
1212,3,8,0,0,0,0,0,0,0,0,0,No,0,0.94,0.97,0,No,No,No,Yes,No,No
1213,4,2,0,3,9,12,1,4,5,18,2,No,0,0.11,0.37,0,No,No,No,Yes,No,No
1214,22,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,No,No,No
1215,6,9,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,Yes,Yes,No,No
1216,8,,0,0,0,0,0,0,0,0,6,No,0,-99,-99,0,Yes,No,No,Yes,No,No
1217,2,8,0,0,0,0,0,0,0,0,0,No,0,0.82,0.81,0,No,No,Yes,Yes,No,No
1218,4,8,0,0,0,1,1,2,2,4,0,No,0,0.87,0.83,0,No,No,No,Yes,No,No
1219,6,8,0,0,0,0,0,0,0,0,0,No,0,0.96,0.91,0,No,No,No,Yes,No,No
1220,180,8,16,180,345,479,28,106,229,459,39,No,0,0.91,0.95,0,No,No,No,Yes,No,No
1221,9,8,0,1,6,11,0,5,12,20,0,No,0,0.95,0.97,0,No,No,No,Yes,No,No
1222,21,2,0,0,10,30,5,12,20,31,0,No,0,0.91,0.94,0,No,No,No,Yes,No,No
1223,0,9,0,0,0,0,0,0,0,0,1,No,0,0.7,0.66,0,No,No,No,Yes,No,No
1224,3,12,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
1225,19,8,0,0,0,0,0,0,0,12,1,No,0,0.95,0.95,0,No,No,No,Yes,No,No
1226,95,2,0,0,0,0,1,5,11,11,1,No,0,0.61,0.68,0,Yes,No,No,Yes,No,No
1227,11,2,0,0,0,0,0,0,0,0,0,No,0,0.98,0.98,0,Yes,No,No,Yes,No,No
1228,0,8,0,0,0,0,0,0,0,0,0,No,0,0.78,0.8,0,Yes,No,No,Yes,No,No
1229,0,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
1230,8,2,0,0,0,0,0,0,0,0,1,No,0,0.97,0.98,0,No,No,No,Yes,No,No
1231,4,12,0,0,0,0,0,0,0,0,1,No,0,0.77,0.73,0,No,No,No,Yes,No,No
1232,227,12,0,0,0,0,0,0,0,6,1,No,0,0,0,0,No,No,No,Yes,No,No
1233,48,8,0,0,0,0,2,4,11,20,2,No,0,0.73,0.87,0,No,No,No,Yes,No,No
1234,0,8,0,2,3,4,0,1,2,2,1,No,0,0.56,0.68,0,No,No,No,Yes,No,Yes
1235,19,4,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
1236,390,8,2,0,0,0,2,18,49,96,19,No,0,0.3,0.59,0,No,No,No,Yes,No,No
1237,548,8,0,0,0,0,11,36,65,93,82,No,0,1,0.97,0,No,No,No,Yes,No,No
1238,29,10,0,0,0,80,1,9,18,24,2,No,0,0.77,0.84,0,No,No,No,Yes,No,No
1239,438,8,0,0,0,0,0,0,0,0,2,No,0,0.99,0.99,0,Yes,No,Yes,Yes,No,No
1240,176,8,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,No
1241,47,,0,0,0,0,0,1,2,2,1,No,0,-99,-99,0,No,No,Yes,Yes,No,No
1242,0,8,0,0,0,0,0,0,0,0,0,No,0,0.98,0.94,0,No,No,No,Yes,No,No
1243,7,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
1244,32,2,0,0,0,0,0,1,1,5,2,No,0,0.48,0.36,0,No,No,No,Yes,No,No
1245,2,8,0,12,12,24,3,8,14,26,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1246,0,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,No
1247,1,12,0,0,0,0,0,0,0,0,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
1248,1,12,0,0,0,0,0,0,0,0,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
1249,0,16,0,0,0,0,0,0,0,0,1,No,0,0.31,0.4,0,No,No,Yes,Yes,No,No
1250,4,8,0,0,0,0,0,0,0,1,1,No,0,0.85,0.64,0,No,No,Yes,Yes,No,No
1251,3,9,0,0,0,0,0,0,0,0,0,No,0,0.58,0.45,0,No,No,No,Yes,No,No
1252,58,8,34,96,192,304,16,77,157,248,24,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1253,6,2,0,0,0,0,0,0,1,1,0,No,0,0.88,0.9,0,Yes,No,No,Yes,No,No
1254,937,8,167,0,330,550,25,208,366,708,137,No,0,0.98,0.96,0,No,No,No,Yes,No,No
1255,1,4,0,2,3,3,0,1,1,2,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
1256,76,4,210,29,144,259,19,95,157,197,0,No,0,0.73,0.78,0,No,No,Yes,Yes,No,No
1257,34,12,0,20,48,69,6,20,51,69,0,No,0,0.7,0.76,0,No,No,No,Yes,No,No
1258,11,12,0,0,0,0,0,0,0,1,2,No,0,0.92,0.83,0,Yes,No,Yes,Yes,No,No
1259,6,8,6,8,16,28,2,10,19,27,3,No,0,0.42,0.36,0,No,No,No,Yes,No,No
1260,5,8,0,15,25,35,3,9,22,33,0,No,0,0.95,0.77,0,No,No,No,Yes,No,No
1261,7,52,0,0,0,0,1,1,3,5,0,No,0,0.52,0.67,0,Yes,No,No,Yes,No,No
1262,115,,0,0,44,97,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,No
1263,0,12,0,1,1,1,0,0,0,0,0,No,0,0.94,0.87,0,No,No,Yes,Yes,No,No
1264,3,12,0,0,0,0,0,0,0,0,1,No,0,0.73,0.79,0,No,No,No,Yes,No,No
1265,25,8,0,0,0,0,1,3,4,10,0,No,0,0.96,0.9,0,No,No,No,Yes,No,No
1266,8,8,0,0,0,0,0,0,0,0,0,No,0,0.94,0.8,0,No,No,No,Yes,No,No
1267,5,4,0,6,6,12,2,4,8,11,1,No,0,0.96,0.91,0,No,No,No,Yes,No,No
1268,0,,0,0,0,0,0,0,0,0,2,No,0,-99,-99,0,No,No,No,Yes,No,No
1269,1,8,0,0,0,0,0,0,0,0,2,No,0,0.81,0.85,0,No,No,No,Yes,No,No
1270,2,2,0,0,0,0,0,1,2,3,0,No,0,0.37,0.34,0,Yes,No,No,Yes,No,No
1271,23,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
1272,238,8,0,0,160,336,22,131,366,590,41,No,0,0.99,0.98,0,No,No,No,Yes,No,No
1273,58,8,1,0,0,0,3,18,42,121,0,No,0,0.94,0.92,0,No,No,No,Yes,No,No
1274,79,16,0,0,0,0,0,7,14,19,1,No,0,0.63,0.57,0,No,No,No,Yes,No,No
1275,53,8,0,0,0,0,0,1,4,4,0,No,0,0.41,0.46,0,No,No,No,Yes,No,No
1276,451,2,37,1050,1350,1650,190,439,1109,2272,144,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1277,0,8,0,22,44,60,0,0,0,0,1,No,0,0.83,0.91,0,No,No,No,Yes,No,Yes
1278,44,4,0,0,0,0,5,14,29,38,2,No,0,0.94,0.92,0,No,No,No,Yes,No,No
1279,12,9,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
1280,3,9,0,0,0,0,0,0,1,1,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
1281,1,9,0,0,0,0,0,0,0,0,1,No,0,0.7,0.66,0,No,No,No,Yes,No,No
1282,477,2,0,0,0,0,16,44,69,82,0,No,0,0.03,0.12,0,No,No,No,Yes,No,No
1283,85,8,0,0,0,0,0,4,6,7,0,No,0,0,0,0,No,No,No,Yes,No,No
1284,12,8,0,30,45,60,9,21,37,54,13,No,0,1,0.75,0,No,No,No,Yes,No,No
1285,3,2,0,5,5,5,0,0,0,0,0,No,0,0.82,0.81,0,Yes,No,No,Yes,No,No
1286,4,2,0,60,60,60,0,0,0,0,0,No,0,0.9,0.95,0,Yes,No,No,Yes,No,No
1287,2,2,0,45,45,45,2,2,2,2,0,No,0,0.9,0.95,0,Yes,No,No,Yes,No,No
1288,3,4,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
1289,31,4,0,0,0,0,0,0,1,3,2,No,0,0.73,0.78,0,No,No,No,Yes,No,No
1290,14,52,0,25,25,25,0,4,9,18,23,No,0,0.84,0.87,0,Yes,No,No,No,No,No
1291,735,10,26,0,0,400,74,274,576,937,120,No,0,0.77,0.84,0,No,No,No,Yes,No,No
1292,146,8,0,0,0,108,8,42,124,184,13,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1293,0,2,49,0,0,0,0,2,2,2,2,No,0,0.9,0.92,0,Yes,No,Yes,Yes,No,No
1294,26,12,18,152,216,288,11,70,171,260,24,No,0,0.73,0.79,0,No,No,No,Yes,No,No
1295,102,12,13,400,600,800,122,306,633,960,52,No,0,0.94,0.87,1,No,No,No,Yes,No,No
1296,2,12,0,0,0,0,5,23,59,85,14,No,0,0.93,0.95,0,Yes,No,No,Yes,No,No
1297,560,8,42,0,0,0,25,97,196,253,48,No,0,0.93,0.96,0,No,No,No,Yes,No,No
1298,5,8,0,7,14,21,4,10,16,28,1,No,0,0.87,0.88,0,No,No,No,Yes,No,No
1299,13,8,0,0,0,0,1,2,6,11,2,No,0,1,1,0,No,No,Yes,Yes,No,No
1300,8,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,No,No,No
1301,26,4,0,0,0,0,2,4,6,7,0,No,0,0.95,0.77,0,No,No,No,Yes,No,No
1302,5,9,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
1303,10,12,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,Yes,No,Yes,Yes,No,No
1304,6,8,0,12,21,30,5,11,19,23,3,No,0,1,0.99,0,No,No,No,Yes,No,No
1305,2,8,0,0,0,0,0,0,0,0,0,No,0,0.82,0.81,0,No,No,No,Yes,No,No
1306,0,6,0,0,0,0,0,0,0,0,0,No,0,0.79,0.66,0,No,No,No,Yes,No,No
1307,14,8,0,0,0,0,0,0,0,0,0,No,0,0.82,0.81,0,No,No,No,Yes,No,No
1308,35,4,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
1309,0,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,No
1310,14,8,0,0,0,0,0,3,5,8,3,No,0,0.73,0.76,0,No,No,No,Yes,No,No
1311,28,12,0,126,126,126,1,12,25,28,4,No,0,0.99,0.96,0,No,No,No,Yes,No,No
1312,9,8,0,0,0,0,1,1,4,8,0,No,0,0.95,0.77,0,No,No,No,Yes,No,No
1313,2,8,0,0,0,0,0,1,2,5,0,No,0,0.87,0.8,0,No,No,No,Yes,No,No
1314,1638,12,44,0,105,346,168,347,903,1423,165,No,0,0.68,0.57,0,No,No,No,Yes,No,No
1315,2747,8,27,135,1779,4404,303,1862,5404,7354,594,No,0,0.83,0.83,0,No,No,No,Yes,No,No
1316,2,9,0,0,0,0,0,0,0,0,1,No,0,0.7,0.66,0,No,No,No,Yes,No,No
1317,3,2,0,0,0,0,0,0,0,0,0,No,0,1,0.75,0,No,No,No,Yes,No,No
1318,48,12,0,21,41,53,7,24,35,60,0,No,0,0.73,0.79,0,No,No,Yes,Yes,No,No
1319,2,8,0,1,2,3,0,1,3,4,1,No,0,0.8,0.83,0,No,No,No,Yes,No,No
1320,63,2,0,0,0,0,0,1,4,5,1,No,0,0.94,0.92,0,No,No,No,Yes,No,No
1321,141,8,3,100,200,200,8,18,113,225,25,No,0,0.98,0.92,0,No,No,No,Yes,No,No
1322,7,4,0,5,5,15,0,3,6,12,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
1323,1790,2,463,1848,3936,5952,405,1595,2438,3591,616,No,0,0.88,0.63,0,No,No,Yes,Yes,No,No
1324,167,,0,0,0,0,0,0,6,14,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
1325,30,8,0,0,0,0,1,2,12,13,4,No,0,0.66,0.6,0,Yes,No,Yes,Yes,No,No
1326,2,8,0,0,0,0,0,0,0,0,1,No,0,1,0.99,0,No,No,No,Yes,No,No
1327,4,8,0,4,8,12,1,6,9,12,0,No,0,1,1,0,No,No,No,Yes,No,No
1328,99,52,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,Yes,No,Yes,Yes,No,No
1329,38,2,0,0,0,0,2,3,9,10,0,No,0,0.89,0.82,0,No,No,No,Yes,No,No
1330,6,8,0,4,8,12,1,3,6,14,0,No,0,0.97,0.98,0,No,No,Yes,Yes,No,No
1331,1833,8,0,0,0,0,7,58,159,252,30,No,0,0.95,0.96,0,No,No,No,Yes,No,No
1332,16,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,No
1333,9,12,0,0,0,0,0,0,0,1,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
1334,6,12,0,0,0,0,0,1,1,1,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
1335,7,2,0,14,21,35,7,12,19,24,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1336,0,9,4,3,6,9,4,8,11,15,2,No,0,0.94,0.83,0,No,No,No,Yes,No,No
1337,0,4,15,4,4,4,0,0,0,0,1,No,0,0.91,0.84,0,Yes,No,No,Yes,No,No
1338,0,4,0,4,7,7,0,0,0,0,0,No,0,0.7,0.66,0,Yes,No,Yes,Yes,No,No
1339,0,2,0,0,0,0,0,0,0,0,0,No,0,0.66,0.64,0,No,No,No,Yes,No,No
1340,3,,0,0,0,0,1,1,2,2,0,No,0,-99,-99,0,Yes,No,No,No,No,No
1341,2426,8,0,0,0,0,0,0,0,0,0,No,0,0.96,0.96,0,No,No,No,Yes,No,No
1342,492,8,0,118,413,767,100,375,888,1413,93,No,0,0.9,0.92,0,No,No,No,Yes,No,No
1343,0,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,No
1344,2,12,0,1,2,3,1,2,3,10,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
1345,4,12,0,0,0,1,0,0,2,4,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
1346,3,12,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
1347,6697,8,0,0,0,0,2,444,447,452,46,No,0,-99,-99,0,No,No,Yes,Yes,No,No
1348,3,2,2,9,15,21,7,11,17,30,0,No,0,0.83,0.69,0,No,No,No,Yes,No,No
1349,9,8,0,0,0,0,1,1,1,3,1,No,0,0.97,0.97,0,No,No,No,Yes,No,No
1350,42,8,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,No
1351,4,9,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
1352,0,2,0,16,16,16,9,21,34,36,0,No,0,0.97,0.96,0,No,No,No,Yes,No,Yes
